fac1,fac2,c,dpt
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/jsedivy,2,http://vivo.brown.edu/individual/org-brown-univ-dept53
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/kboekelh,2,http://vivo.brown.edu/individual/org-brown-univ-dept57
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/lbraun,2,http://vivo.brown.edu/individual/org-brown-univ-dept57
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/jwandsmd,2,http://vivo.brown.edu/individual/org-brown-univ-dept84
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/nneretti,3,http://vivo.brown.edu/individual/org-brown-univ-dept53
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/arsalomo,4,http://vivo.brown.edu/individual/org-brown-univ-dept53
http://vivo.brown.edu/individual/skshaw,http://vivo.brown.edu/individual/auzun,1,http://vivo.brown.edu/individual/org-brown-univ-dept34
http://vivo.brown.edu/individual/skshaw,http://vivo.brown.edu/individual/jusanche,1,http://vivo.brown.edu/individual/org-brown-univ-dept34
http://vivo.brown.edu/individual/skshaw,http://vivo.brown.edu/individual/rbennett,1,http://vivo.brown.edu/individual/org-brown-univ-dept54
http://vivo.brown.edu/individual/skshaw,http://vivo.brown.edu/individual/rgong,1,http://vivo.brown.edu/individual/org-brown-univ-dept84
http://vivo.brown.edu/individual/skshaw,http://vivo.brown.edu/individual/jbliss,2,http://vivo.brown.edu/individual/org-brown-univ-dept34
http://vivo.brown.edu/individual/skshaw,http://vivo.brown.edu/individual/jpadbury,2,http://vivo.brown.edu/individual/org-brown-univ-dept34
http://vivo.brown.edu/individual/ssheinko,http://vivo.brown.edu/individual/rseiferp,1,http://vivo.brown.edu/individual/org-brown-univ-dept69
http://vivo.brown.edu/individual/ssheinko,http://vivo.brown.edu/individual/emmorrow,2,http://vivo.brown.edu/individual/org-brown-univ-dept53
http://vivo.brown.edu/individual/ssheinko,http://vivo.brown.edu/individual/llagasse,7,http://vivo.brown.edu/individual/org-brown-univ-dept34
http://vivo.brown.edu/individual/trogo,http://vivo.brown.edu/individual/rkantor,2,http://vivo.brown.edu/individual/org-brown-univ-dept84
